purchase_date,item_name,item_price,purchase_month,顧客名,かな,地域,メールアドレス,登録日
2019-04-15 01:41:37,商品B,200.0,201904,米沢仁晶,よねざわ ひろあき,F市,yonezawa_hiroaki@example.com,2018-07-09 00:00:00
2019-01-02 07:25:53,商品O,1500.0,201901,芦田博之,あしだ ひろゆき,E市,ashida_hiroyuki@example.com,2018-07-13 00:00:00
2019-01-19 01:10:15,商品S,1900.0,201901,尾形小雁,おがた こがん,B市,ogata_kogan@example.com,2017-03-15 00:00:00
2019-01-21 12:41:53,商品I,900.0,201901,高田さんま,たかだ さんま,D市,takada_sanma@example.com,2017-06-16 00:00:00
2019-03-23 20:08:49,商品A,100.0,201903,片瀬長利,かたせ ながとし,C市,katase_nagatoshi@example.com,2018-05-03 00:00:00
2019-07-11 15:21:09,商品L,1200.0,201907,唐沢景子,からさわ けいこ,D市,karasawa_keiko@example.com,2018-05-02 00:00:00
2019-02-19 13:55:59,商品W,2300.0,201902,島本研二,しまもと けんじ,H市,shimamoto_kenji@example.com,2018-03-24 00:00:00
2019-03-06 12:22:16,商品L,1200.0,201903,栗田憲一,くりた けんいち,E市,kurita_kenichi@example.com,2018-01-27 00:00:00
2019-04-30 21:26:32,商品I,900.0,201904,大山咲,おおやま さき,C市,ooyama_saki@example.com,2018-02-23 00:00:00
2019-04-18 10:32:19,商品M,1300.0,201904,藤広之,ふじ ひろゆき,G市,fuji_hiroyuki@example.com,2017-02-20 00:00:00
2019-04-27 04:28:24,商品V,2200.0,201904,松村聡,まつむら さとし,G市,matsumura_satoshi@example.com,2018-07-19 00:00:00
2019-04-01 03:08:41,商品F,600.0,201904,深沢ひろ子,ふかざわ ひろこ,C市,fukazawa_hiroko@example.com,2018-03-17 00:00:00
2019-01-06 02:20:20,商品M,1300.0,201901,松川綾女,まつかわ あやめ,E市,matsukawa_ayame@example.com,2018-07-23 00:00:00
2019-04-13 05:42:00,商品U,2100.0,201904,日比野徹,ひびの とおる,C市,hibino_tohru@example.com,2018-02-22 00:00:00
2019-04-05 05:29:34,商品D,400.0,201904,白井俊二,しらい しゅんじ,H市,shirai_shunji@example.com,2018-05-24 00:00:00
2019-02-24 13:55:55,商品D,400.0,201902,熊井憲史,くまい のりひと,A市,kumai_norihito@example.com,2017-03-29 00:00:00
2019-06-09 00:14:35,商品N,1400.0,201906,岩井莉緒,いわい りお,F市,iwai_rio@example.com,2018-05-27 00:00:00
2019-05-26 10:25:20,商品G,700.0,201905,小松季衣,こまつ としえ,E市,komatsu_toshie@example.com,2018-06-20 00:00:00
2019-06-16 17:53:29,商品E,500.0,201906,中仁晶,なか ひろあき,G市,naka_hiroaki@example.com,2018-01-29 00:00:00
2019-02-24 21:25:46,商品F,600.0,201902,神原美嘉,かんばら みか,D市,kannbara_mika@example.com,2017-03-23 00:00:00
2019-07-30 22:58:15,商品V,2200.0,201907,市田寿明,いちだ としあき,E市,ichida_toshiaki@example.com,2017-04-08 00:00:00
2019-02-24 02:46:43,商品E,500.0,201902,芦田博之,あしだ ひろゆき,E市,ashida_hiroyuki@example.com,2018-07-13 00:00:00
2019-02-16 19:32:10,商品R,1800.0,201902,榎本薫,えのもと かおる,C市,enomoto_kaoru@example.com,2017-06-15 00:00:00
2019-01-20 08:56:26,商品E,500.0,201901,井本マサカズ,いもと まさかず,C市,imoto_masakazu@example.com,2017-04-06 00:00:00
2019-06-24 14:03:57,商品S,1900.0,201906,平賀一哉,ひらが かずや,B市,hiraga_kazuya@example.com,2017-05-23 00:00:00
2019-04-06 17:45:12,商品Q,1700.0,201904,松村聡,まつむら さとし,G市,matsumura_satoshi@example.com,2018-07-19 00:00:00
2019-01-02 18:24:51,商品X,2400.0,201901,志村サダヲ,しむら さだお,E市,shimura_sadawo@example.com,2017-02-07 00:00:00
2019-06-25 03:12:21,商品B,200.0,201906,福本美幸,ふくもと みゆき,F市,fukumoto_miyuki@example.com,2017-01-08 00:00:00
2019-07-23 06:44:35,商品Q,1700.0,201907,高原充則,たかはら みつのり,H市,takahara_mitsunori@example.com,2018-04-21 00:00:00
2019-02-26 08:29:13,商品N,1400.0,201902,梅村秀樹,うめむら ひでき,F市,umemura_hideki@example.com,2017-04-01 00:00:00
2019-02-17 20:25:57,商品A,100.0,201902,手塚雅之,てづか まさゆき,E市,teduka_masayuki@example.com,2017-07-05 00:00:00
2019-05-09 16:20:11,商品K,1100.0,201905,鶴岡薫,つるおか かおる,F市,tsuruoka_kaoru@example.com,2017-03-12 00:00:00
2019-05-04 22:23:27,商品T,2000.0,201905,島孝太郎,しま こうたろう,B市,shima_koutarou@example.com,2018-03-13 00:00:00
2019-05-23 00:43:11,商品S,1900.0,201905,村山知世,むらやま ちせ,D市,murayama_chise@example.com,2017-04-12 00:00:00
2019-04-09 20:11:41,商品L,1200.0,201904,岡慶太,おか けいた,C市,oka_keita@example.com,2018-07-22 00:00:00
2019-03-12 23:21:48,商品S,1900.0,201903,市田寿明,いちだ としあき,E市,ichida_toshiaki@example.com,2017-04-08 00:00:00
2019-05-30 21:17:48,商品P,1600.0,201905,熊倉明日,くまくら めいび,G市,kumakura_meibi@example.com,2018-05-07 00:00:00
2019-02-15 02:15:35,商品J,1000.0,201902,清水佑,しみず たすく,G市,shimizu_tasuku@example.com,2018-02-17 00:00:00
2019-03-05 11:59:29,商品Y,2500.0,201903,尾上勝久,おがみ かつひさ,D市,ogami_katsuhisa@example.com,2017-07-20 00:00:00
2019-04-14 07:14:38,商品D,400.0,201904,桑原桃子,くわばら ももこ,G市,kuwabara_momoko@example.com,2017-02-18 00:00:00
2019-03-23 07:25:13,商品C,300.0,201903,深井菜々美,ふかい ななみ,C市,fukai_nanami@example.com,2017-01-26 00:00:00
2019-03-31 12:47:00,商品D,400.0,201903,本多フミヤ,ほんだ ふみや,F市,honnda_fumiya@example.com,2017-05-23 00:00:00
2019-05-28 02:01:12,商品D,400.0,201905,白鳥りえ,しらとり りえ,F市,shiratori_rie@example.com,2017-04-29 00:00:00
2019-01-09 14:00:16,商品L,1200.0,201901,浜田未華子,はまだ みかこ,H市,hamada_mikako@example.com,2018-05-22 00:00:00
2019-06-29 02:03:38,商品B,200.0,201906,田辺きみまろ,たなべ きみまろ,C市,tanabe_kimimaro@example.com,2017-02-12 00:00:00
2019-04-02 23:57:00,商品G,700.0,201904,井村俊二,いむら しゅんじ,D市,imura_shunji@example.com,2017-04-14 00:00:00
2019-01-30 14:19:18,商品V,2200.0,201901,中田美智子,なかた みちこ,E市,nakata_michiko@example.com,2017-05-30 00:00:00
2019-07-16 09:34:39,商品J,1000.0,201907,梅沢麻緒,うめざわ まお,A市,umezawa_mao@example.com,2017-06-20 00:00:00
2019-04-08 23:11:42,商品L,1200.0,201904,秋葉あき,あきば あき,H市,akiba_aki@example.com,2018-07-10 00:00:00
2019-07-25 14:32:21,商品S,1900.0,201907,麻生莉緒,あそう りお,D市,asou_rio@example.com,2018-07-22 00:00:00
2019-01-13 17:19:11,商品R,1800.0,201901,石田郁恵,いしだ いくえ,B市,ishida_ikue@example.com,2017-02-05 00:00:00
2019-04-02 06:23:38,商品R,1800.0,201904,中田美智子,なかた みちこ,E市,nakata_michiko@example.com,2017-05-30 00:00:00
2019-03-27 00:54:46,商品M,1300.0,201903,堀内聡,ほりうち さとし,B市,horiuchi_satoshi@example.com,2018-05-15 00:00:00
2019-03-25 21:42:02,商品A,100.0,201903,浅見広司,あさみ こうじ,D市,asami_kouji@example.com,2018-06-03 00:00:00
2019-03-27 17:10:06,商品A,100.0,201903,西脇礼子,にしわき れいこ,H市,nishiwaki_reiko@example.com,2017-07-08 00:00:00
2019-07-12 15:32:44,商品B,200.0,201907,小川美菜,おがわ みな,G市,ogawa_mina@example.com,2017-05-05 00:00:00
2019-03-14 16:40:06,商品U,2100.0,201903,堀北雅彦,ほりきた まさひこ,H市,horikita_masahiko@example.com,2017-05-05 00:00:00
2019-06-25 07:31:17,商品I,900.0,201906,板橋隆,いたばし たかし,B市,itabashi_takashi@example.com,2018-06-14 00:00:00
2019-03-28 05:23:37,商品K,1100.0,201903,高梨結衣,たかなし ゆい,C市,takanashi_yui@example.com,2018-05-21 00:00:00
2019-02-06 14:09:04,商品H,800.0,201902,平田鉄二,ひらた てつじ,D市,hirata_tetsuji@example.com,2017-06-07 00:00:00
2019-01-08 10:22:38,商品I,900.0,201901,戸塚美幸,とづか みゆき,H市,toduka_miyuki@example.com,2017-01-30 00:00:00
2019-04-24 02:57:09,商品T,2000.0,201904,赤木だん吉,あかぎ だんきち,F市,akagi_dankichi@example.com,2018-07-16 00:00:00
2019-07-27 04:09:10,商品W,2300.0,201907,石田郁恵,いしだ いくえ,B市,ishida_ikue@example.com,2017-02-05 00:00:00
2019-07-25 06:30:56,商品E,500.0,201907,徳重優,とくしげ ゆう,B市,tokushige_yuu@example.com,2017-01-05 00:00:00
2019-07-14 20:50:23,商品Y,2500.0,201907,若杉徹,わかすぎ とおる,G市,wakasugi_tohru@example.com,2017-03-24 00:00:00
2019-03-31 09:37:30,商品K,1100.0,201903,磯野希,いその のぞみ,B市,isono_nozomi@example.com,2017-07-24 00:00:00
2019-07-02 04:52:26,商品K,1100.0,201907,岩城徹平,いわき てっぺい,C市,iwaki_teppei@example.com,2018-01-26 00:00:00
2019-02-24 19:18:05,商品A,100.0,201902,楠哲平,くすのき てっぺい,E市,kusunoki_teppei@example.com,2017-01-04 00:00:00
2019-03-24 10:01:59,商品F,600.0,201903,吉岡サダヲ,よしおか さだお,A市,yoshioka_sadawo@example.com,2018-05-09 00:00:00
2019-04-30 03:42:36,商品J,1000.0,201904,松川綾女,まつかわ あやめ,E市,matsukawa_ayame@example.com,2018-07-23 00:00:00
2019-02-23 10:58:04,商品O,1500.0,201902,佐藤慶二,さとう けいじ,E市,satou_keiji@example.com,2017-07-10 00:00:00
2019-06-07 15:09:34,商品X,2400.0,201906,深井菜々美,ふかい ななみ,C市,fukai_nanami@example.com,2017-01-26 00:00:00
2019-04-28 05:37:51,商品C,300.0,201904,土屋朝陽,つちや あさひ,F市,tsuchiya_asahi@example.com,2017-03-21 00:00:00
2019-04-01 14:32:07,商品V,2200.0,201904,鶴岡薫,つるおか かおる,F市,tsuruoka_kaoru@example.com,2017-03-12 00:00:00
2019-02-14 14:34:48,商品P,1600.0,201902,松川綾女,まつかわ あやめ,E市,matsukawa_ayame@example.com,2018-07-23 00:00:00
2019-04-26 23:50:24,商品M,1300.0,201904,松村聡,まつむら さとし,G市,matsumura_satoshi@example.com,2018-07-19 00:00:00
2019-04-13 06:35:44,商品X,2400.0,201904,大滝麗奈,おおたき れな,C市,ootaki_rena@example.com,2017-05-30 00:00:00
2019-05-25 03:00:29,商品H,800.0,201905,吉村愛梨,よしむら あいり,C市,yoshimura_airi@example.com,2017-03-23 00:00:00
2019-02-20 05:22:25,商品Y,2500.0,201902,河内さとみ,かわうち さとみ,E市,kawauchi_satomi@example.com,2017-01-19 00:00:00
2019-03-03 06:40:42,商品F,600.0,201903,赤木だん吉,あかぎ だんきち,F市,akagi_dankichi@example.com,2018-07-16 00:00:00
2019-02-12 03:50:03,商品X,2400.0,201902,磯野希,いその のぞみ,B市,isono_nozomi@example.com,2017-07-24 00:00:00
2019-05-27 23:26:47,商品D,400.0,201905,小川美菜,おがわ みな,G市,ogawa_mina@example.com,2017-05-05 00:00:00
2019-05-03 12:30:13,商品N,1400.0,201905,桑原桃子,くわばら ももこ,G市,kuwabara_momoko@example.com,2017-02-18 00:00:00
2019-02-08 10:03:58,商品Y,2500.0,201902,松居満,まつい みつる,A市,matsui_mitsuru@example.com,2018-03-04 00:00:00
2019-02-10 00:28:43,商品A,100.0,201902,松田浩正,まつだ ひろまさ,E市,matsuda_hiromasa@example.com,2018-01-11 00:00:00
2019-06-09 23:59:52,商品K,1100.0,201906,福本美幸,ふくもと みゆき,F市,fukumoto_miyuki@example.com,2017-01-08 00:00:00
2019-04-07 02:15:54,商品M,1300.0,201904,島孝太郎,しま こうたろう,B市,shima_koutarou@example.com,2018-03-13 00:00:00
2019-02-13 23:16:21,商品C,300.0,201902,井川真悠子,いがわ まゆこ,F市,igawa_mayuko@example.com,2017-03-04 00:00:00
2019-06-13 16:03:17,商品A,100.0,201906,小平陽子,こひら ようこ,B市,kohira_youko@example.com,2018-01-21 00:00:00
2019-01-22 00:13:42,商品D,400.0,201901,熊倉綾,くまくら あや,H市,kumakura_aya@example.com,2017-07-13 00:00:00
2019-05-27 19:04:23,商品O,1500.0,201905,田畑正敏,たばた まさとし,A市,tabata_masatoshi@example.com,2018-02-06 00:00:00
2019-03-17 09:43:30,商品J,1000.0,201903,吉村愛梨,よしむら あいり,C市,yoshimura_airi@example.com,2017-03-23 00:00:00
2019-03-13 03:51:24,商品R,1800.0,201903,奥光洋,おく みつひろ,A市,oku_mitsuhiro@example.com,2018-01-08 00:00:00
2019-05-10 07:27:53,商品I,900.0,201905,熊倉綾,くまくら あや,H市,kumakura_aya@example.com,2017-07-13 00:00:00
2019-05-19 20:22:22,商品A,100.0,201905,松川綾女,まつかわ あやめ,E市,matsukawa_ayame@example.com,2018-07-23 00:00:00
2019-07-26 15:18:03,商品M,1300.0,201907,谷本愛梨,たにもと あいり,C市,tanimoto_airi@example.com,2018-06-25 00:00:00
2019-03-11 02:08:43,商品J,1000.0,201903,松元翔太,まつもと しょうた,A市,matsumoto_shouta@example.com,2018-03-08 00:00:00
2019-03-22 15:01:05,商品S,1900.0,201903,榊原しぼり,さかきばら しぼり,D市,sakakibara_shibori@example.com,2017-03-13 00:00:00
2019-06-08 16:08:34,商品Q,1700.0,201906,水野メイサ,みずの めいさ,D市,mizuno_meisa@example.com,2017-07-30 00:00:00
2019-05-06 22:28:21,商品K,1100.0,201905,西原未華子,にしはら みかこ,C市,nishihara_mikako@example.com,2018-05-18 00:00:00
2019-02-20 13:45:12,商品N,1400.0,201902,井村俊二,いむら しゅんじ,D市,imura_shunji@example.com,2017-04-14 00:00:00
2019-03-16 01:46:23,商品H,800.0,201903,楠哲平,くすのき てっぺい,E市,kusunoki_teppei@example.com,2017-01-04 00:00:00
2019-02-09 23:01:41,商品P,1600.0,201902,河内さとみ,かわうち さとみ,E市,kawauchi_satomi@example.com,2017-01-19 00:00:00
2019-05-30 15:21:15,商品T,2000.0,201905,黄川田博之,きかわだ ひろゆき,C市,kikawada_hiroyuki@example.com,2018-02-14 00:00:00
2019-01-30 14:45:24,商品Q,1700.0,201901,黒谷長利,くろたに ながとし,A市,kurotani_nagatoshi@example.com,2017-04-27 00:00:00
2019-01-13 17:44:48,商品C,300.0,201901,浜田未華子,はまだ みかこ,H市,hamada_mikako@example.com,2018-05-22 00:00:00
2019-03-14 10:26:12,商品V,2200.0,201903,深田信輔,ふかだ しんすけ,G市,fukada_shinsuke@example.com,2017-07-07 00:00:00
2019-05-04 14:44:55,商品A,100.0,201905,八木雅彦,やぎ まさひこ,B市,yagi_masahiko@example.com,2017-04-18 00:00:00
2019-02-11 21:22:31,商品N,1400.0,201902,野本仁晶,のもと ひろあき,G市,nomoto_hiroaki@example.com,2017-06-19 00:00:00
2019-06-02 23:23:11,商品X,2400.0,201906,堀北雅彦,ほりきた まさひこ,H市,horikita_masahiko@example.com,2017-05-05 00:00:00
2019-04-01 15:48:25,商品R,1800.0,201904,田辺光洋,たなべ みつひろ,A市,tanabe_mitsuhiro@example.com,2018-07-04 00:00:00
2019-06-21 18:55:40,商品N,1400.0,201906,星野美嘉,ほしの みか,G市,hoshino_mika1@example.com,2018-03-29 00:00:00
2019-06-22 09:14:15,商品I,900.0,201906,熊井憲史,くまい のりひと,A市,kumai_norihito@example.com,2017-03-29 00:00:00
2019-04-17 21:19:31,商品F,600.0,201904,赤木愛梨,あかぎ あいり,F市,akagi_airi@example.com,2018-07-29 00:00:00
2019-02-15 14:31:59,商品U,2100.0,201902,石渡小雁,いしわたり こがん,D市,ishiwatari_kogan@example.com,2017-07-28 00:00:00
2019-06-17 01:34:50,商品G,700.0,201906,岩井莉緒,いわい りお,F市,iwai_rio@example.com,2018-05-27 00:00:00
2019-04-26 15:35:00,商品C,300.0,201904,新村美月,にいむら みづき,D市,niimura_miduki@example.com,2018-06-17 00:00:00
2019-07-17 05:37:43,商品G,700.0,201907,川島友以乃,かわしま ゆいの,G市,kawashima_yuino@example.com,2017-06-09 00:00:00
2019-01-15 11:33:06,商品N,1400.0,201901,小平陽子,こひら ようこ,B市,kohira_youko@example.com,2018-01-21 00:00:00
2019-06-16 02:53:42,商品T,2000.0,201906,吉岡サダヲ,よしおか さだお,A市,yoshioka_sadawo@example.com,2018-05-09 00:00:00
2019-05-07 15:25:01,商品M,1300.0,201905,綾瀬俊介,あやせ しゅんすけ,B市,ayase_shunsuke@example.com,2017-01-28 00:00:00
2019-02-13 03:46:45,商品R,1800.0,201902,和泉直人,わいずみ なおと,H市,waizumi_naoto@example.com,2018-06-08 00:00:00
2019-02-25 10:52:48,商品O,1500.0,201902,平賀一哉,ひらが かずや,B市,hiraga_kazuya@example.com,2017-05-23 00:00:00
2019-02-27 18:54:05,商品D,400.0,201902,秋葉あき,あきば あき,H市,akiba_aki@example.com,2018-07-10 00:00:00
2019-03-31 02:36:17,商品C,300.0,201903,松村聡,まつむら さとし,G市,matsumura_satoshi@example.com,2018-07-19 00:00:00
2019-01-26 06:49:11,商品E,500.0,201901,島本研二,しまもと けんじ,H市,shimamoto_kenji@example.com,2018-03-24 00:00:00
2019-05-16 15:58:43,商品C,300.0,201905,島孝太郎,しま こうたろう,B市,shima_koutarou@example.com,2018-03-13 00:00:00
2019-02-16 06:37:59,商品P,1600.0,201902,内田聡,うちだ さとし,E市,uchida_satoshi@example.com,2018-03-08 00:00:00
2019-06-26 01:54:10,商品J,1000.0,201906,浜田未華子,はまだ みかこ,H市,hamada_mikako@example.com,2018-05-22 00:00:00
2019-04-05 08:26:19,商品C,300.0,201904,青山鉄洋,あおやま てつひろ,C市,aoyama_tetsuhiro@example.com,2017-01-07 00:00:00
2019-02-13 09:00:02,商品H,800.0,201902,和泉直人,わいずみ なおと,H市,waizumi_naoto@example.com,2018-06-08 00:00:00
2019-05-12 18:44:41,商品W,2300.0,201905,須賀ひとみ,すが ひとみ,H市,suga_hitomi@example.com,2018-01-04 00:00:00
2019-06-20 03:00:56,商品X,2400.0,201906,山西花,やまにし はな,A市,yamanishi_hana@example.com,2018-05-13 00:00:00
2019-05-01 21:24:19,商品B,200.0,201905,矢沢恵梨香,やざわ えりか,G市,yazawa_erika@example.com,2018-03-22 00:00:00
2019-05-03 00:13:09,商品M,1300.0,201905,榎本薫,えのもと かおる,C市,enomoto_kaoru@example.com,2017-06-15 00:00:00
2019-03-21 11:54:59,商品X,2400.0,201903,矢沢恵梨香,やざわ えりか,G市,yazawa_erika@example.com,2018-03-22 00:00:00
2019-07-06 13:50:20,商品P,1600.0,201907,栗田憲一,くりた けんいち,E市,kurita_kenichi@example.com,2018-01-27 00:00:00
2019-03-01 09:57:02,商品Q,1700.0,201903,影山輝信,かげやま あきのぶ,A市,kageyama_akinobu@example.com,2017-01-23 00:00:00
2019-07-28 11:36:33,商品V,2200.0,201907,高梨結衣,たかなし ゆい,C市,takanashi_yui@example.com,2018-05-21 00:00:00
2019-06-06 21:19:36,商品E,500.0,201906,東光博,ひがし みつひろ,A市,higashi_mitsuhiro@example.com,2018-02-06 00:00:00
2019-04-01 03:46:59,商品N,1400.0,201904,河村由樹,かわむら ゆき,C市,kawamura_yuki@example.com,2017-03-17 00:00:00
2019-04-12 12:01:21,商品S,1900.0,201904,山口法子,やまぐち のりこ,B市,yamaguchi_noriko@example.com,2018-06-16 00:00:00
2019-01-04 21:26:09,商品I,900.0,201901,山西花,やまにし はな,A市,yamanishi_hana@example.com,2018-05-13 00:00:00
2019-05-31 11:44:51,商品P,1600.0,201905,松田浩正,まつだ ひろまさ,E市,matsuda_hiromasa@example.com,2018-01-11 00:00:00
2019-02-08 00:32:58,商品C,300.0,201902,徳重優,とくしげ ゆう,B市,tokushige_yuu@example.com,2017-01-05 00:00:00
2019-04-20 06:38:18,商品W,2300.0,201904,梅津淳子,うめづ あつこ,H市,umedu_atsuko@example.com,2017-01-06 00:00:00
2019-07-23 18:13:22,商品F,600.0,201907,石渡小雁,いしわたり こがん,D市,ishiwatari_kogan@example.com,2017-07-28 00:00:00
2019-06-27 07:05:39,商品W,2300.0,201906,相原ひとり,あいはら ひとり,H市,aihara_hitori@example.com,2018-06-11 00:00:00
2019-05-25 19:25:13,商品Q,1700.0,201905,島孝太郎,しま こうたろう,B市,shima_koutarou@example.com,2018-03-13 00:00:00
2019-04-20 05:17:22,商品E,500.0,201904,植村遥,うえむら はるか,A市,uemura_haruka@example.com,2018-01-06 00:00:00
2019-02-03 21:05:49,商品R,1800.0,201902,吉村愛梨,よしむら あいり,C市,yoshimura_airi@example.com,2017-03-23 00:00:00
2019-04-24 03:18:31,商品G,700.0,201904,松元翔太,まつもと しょうた,A市,matsumoto_shouta@example.com,2018-03-08 00:00:00
2019-03-26 20:44:42,商品G,700.0,201903,林勇,はやし ゆう,C市,hayashi_yuu@example.com,2018-07-28 00:00:00
2019-07-30 16:35:46,商品X,2400.0,201907,那須蒼甫,なす そうすけ,A市,nasu_sousuke@example.com,2017-04-22 00:00:00
2019-01-12 15:01:21,商品Q,1700.0,201901,須賀ひとみ,すが ひとみ,H市,suga_hitomi@example.com,2018-01-04 00:00:00
2019-07-10 12:18:01,商品H,800.0,201907,志村サダヲ,しむら さだお,E市,shimura_sadawo@example.com,2017-02-07 00:00:00
2019-04-11 13:51:09,商品V,2200.0,201904,沖遥,おき はるか,B市,oki_haruka@example.com,2018-07-21 00:00:00
2019-03-15 06:06:01,商品B,200.0,201903,丸山光臣,まるやま みつおみ,G市,maruyama_mitsuomi@example.com,2017-01-30 00:00:00
2019-02-27 20:47:15,商品I,900.0,201902,大山咲,おおやま さき,C市,ooyama_saki@example.com,2018-02-23 00:00:00
2019-03-28 08:28:22,商品Y,2500.0,201903,清水裕次郎,しみず ゆうじろう,C市,shimizu_yuujirou@example.com,2018-03-09 00:00:00
2019-02-17 03:05:39,商品D,400.0,201902,田崎菜々美,たざき ななみ,A市,tazaki_nanami@example.com,2018-07-29 00:00:00
2019-05-31 02:27:57,商品U,2100.0,201905,岩沢那奈,いわさわ なな,H市,iwasawa_nana@example.com,2017-07-13 00:00:00
2019-03-05 08:01:52,商品P,1600.0,201903,丸山光臣,まるやま みつおみ,G市,maruyama_mitsuomi@example.com,2017-01-30 00:00:00
2019-01-01 07:57:22,商品K,1100.0,201901,井上桃子,いのうえ ももこ,F市,inoue_momoko@example.com,2018-06-18 00:00:00
2019-01-18 08:19:50,商品O,1500.0,201901,八木雅彦,やぎ まさひこ,B市,yagi_masahiko@example.com,2017-04-18 00:00:00
2019-05-20 12:36:59,商品N,1400.0,201905,新村美月,にいむら みづき,D市,niimura_miduki@example.com,2018-06-17 00:00:00
2019-02-18 06:33:52,商品Q,1700.0,201902,さだ千佳子,さだ ちかこ,H市,sada_chikako@example.com,2017-07-01 00:00:00
2019-05-31 09:44:23,商品F,600.0,201905,石田花,いしだ はな,C市,ishida_hana@example.com,2017-05-17 00:00:00
2019-02-16 10:05:36,商品Q,1700.0,201902,赤木愛梨,あかぎ あいり,F市,akagi_airi@example.com,2018-07-29 00:00:00
2019-04-16 07:49:20,商品U,2100.0,201904,唐沢涼,からさわ りょう,H市,karasawa_ryou@example.com,2018-02-27 00:00:00
2019-07-30 18:02:49,商品C,300.0,201907,中田美智子,なかた みちこ,E市,nakata_michiko@example.com,2017-05-30 00:00:00
2019-04-23 20:39:13,商品J,1000.0,201904,新村丈史,にいむら たけし,B市,niimura_takeshi@example.com,2017-05-19 00:00:00
2019-02-15 17:40:24,商品L,1200.0,201902,村山知世,むらやま ちせ,D市,murayama_chise@example.com,2017-04-12 00:00:00
2019-05-01 05:48:23,商品I,900.0,201905,浜田未華子,はまだ みかこ,H市,hamada_mikako@example.com,2018-05-22 00:00:00
2019-05-19 14:45:42,商品W,2300.0,201905,麻生莉緒,あそう りお,D市,asou_rio@example.com,2018-07-22 00:00:00
2019-03-01 19:20:55,商品L,1200.0,201903,篠山雅功,しのやま まさとし,B市,shinoyama_masatoshi@example.com,2018-07-02 00:00:00
2019-03-26 05:32:35,商品P,1600.0,201903,松田浩正,まつだ ひろまさ,E市,matsuda_hiromasa@example.com,2018-01-11 00:00:00
2019-06-18 10:32:52,商品V,2200.0,201906,福本美幸,ふくもと みゆき,F市,fukumoto_miyuki@example.com,2017-01-08 00:00:00
2019-03-31 06:47:39,商品V,2200.0,201903,高梨結衣,たかなし ゆい,C市,takanashi_yui@example.com,2018-05-21 00:00:00
2019-01-27 17:30:55,商品M,1300.0,201901,若杉徹,わかすぎ とおる,G市,wakasugi_tohru@example.com,2017-03-24 00:00:00
2019-07-12 03:00:00,商品I,900.0,201907,唐沢景子,からさわ けいこ,D市,karasawa_keiko@example.com,2018-05-02 00:00:00
2019-06-20 12:57:54,商品A,100.0,201906,古川信吾,ふるかわ しんご,D市,furukawa_shingo@example.com,2018-01-10 00:00:00
2019-04-13 08:35:07,商品G,700.0,201904,和泉直人,わいずみ なおと,H市,waizumi_naoto@example.com,2018-06-08 00:00:00
2019-07-16 22:02:49,商品D,400.0,201907,赤木だん吉,あかぎ だんきち,F市,akagi_dankichi@example.com,2018-07-16 00:00:00
2019-03-12 08:23:23,商品M,1300.0,201903,黄川田博之,きかわだ ひろゆき,C市,kikawada_hiroyuki@example.com,2018-02-14 00:00:00
2019-03-21 23:33:16,商品M,1300.0,201903,井本マサカズ,いもと まさかず,C市,imoto_masakazu@example.com,2017-04-06 00:00:00
2019-06-27 09:10:53,商品U,2100.0,201906,内田聡,うちだ さとし,E市,uchida_satoshi@example.com,2018-03-08 00:00:00
2019-07-05 13:25:46,商品I,900.0,201907,荻野愛菜,おぎの あいな,B市,ogino_aina@example.com,2018-01-09 00:00:00
2019-03-14 06:19:17,商品P,1600.0,201903,戸塚美幸,とづか みゆき,H市,toduka_miyuki@example.com,2017-01-30 00:00:00
2019-02-14 06:34:45,商品M,1300.0,201902,西原未華子,にしはら みかこ,C市,nishihara_mikako@example.com,2018-05-18 00:00:00
2019-01-06 02:09:01,商品D,400.0,201901,河内さとみ,かわうち さとみ,E市,kawauchi_satomi@example.com,2017-01-19 00:00:00
2019-04-09 10:45:57,商品W,2300.0,201904,土屋朝陽,つちや あさひ,F市,tsuchiya_asahi@example.com,2017-03-21 00:00:00
2019-01-17 17:46:53,商品D,400.0,201901,本多フミヤ,ほんだ ふみや,F市,honnda_fumiya@example.com,2017-05-23 00:00:00
2019-06-14 06:40:51,商品U,2100.0,201906,梅津淳子,うめづ あつこ,H市,umedu_atsuko@example.com,2017-01-06 00:00:00
2019-07-09 15:27:26,商品B,200.0,201907,東光博,ひがし みつひろ,A市,higashi_mitsuhiro@example.com,2018-02-06 00:00:00
2019-01-22 09:41:26,商品R,1800.0,201901,牧田玲那,まきた れな,A市,makita_rena@example.com,2017-05-13 00:00:00
2019-06-02 07:52:26,商品C,300.0,201906,香椎優一,かしい ゆういち,H市,kashii_yuuichi@example.com,2017-06-12 00:00:00
2019-01-23 12:40:10,商品D,400.0,201901,浜田未華子,はまだ みかこ,H市,hamada_mikako@example.com,2018-05-22 00:00:00
2019-04-20 01:25:20,商品R,1800.0,201904,島英嗣,しま ひでつぐ,D市,shima_hidetsugu@example.com,2018-02-02 00:00:00
2019-07-02 04:44:47,商品P,1600.0,201907,田辺きみまろ,たなべ きみまろ,C市,tanabe_kimimaro@example.com,2017-02-12 00:00:00
2019-07-31 16:26:33,商品G,700.0,201907,米沢仁晶,よねざわ ひろあき,F市,yonezawa_hiroaki@example.com,2018-07-09 00:00:00
